id,split,V,A,D,text
detroit_2149_2183,train,2.6,3.0,3.0,The place is practically deserted.
detroit_2184_2255,train,2.9,3.0,3.0,"Its streets, built wide to accommodate heavy traffic, are mostly empty."
detroit_2256_2334,train,2.3,3.1,3.0,"Houses and businesses are boarded up, painted up, bombed out and falling down."
detroit_2335_2421,test,3.45,2.82,3.27,"Even in the center of the business district, there's no traffic and hardly any people."
detroit_239_280,dev,3.1,3.1,3.1,"Chief among these is Detroit, Motor City."
detroit_2422_2439,test,2.7,3.3,3.0,Don't believe me?
detroit_2440_2456,train,3.0,2.73,3.37,I videotaped it:
detroit_2458_2538,train,2.0,3.2,2.6,"It got worse as we drove into residential areas, looking for those cheap houses."
detroit_2539_2596,dev,2.0,3.1,2.2,"In fact, I've never felt so out of place in all my life ."
detroit_2597_2725,train,2.6,3.2,3.0,"Even in Chicago's South Side, where we counted five white people in an hour, I felt fine just driving around; not so in Detroit."
detroit_2726_2785,train,2.9,3.0,3.1,"Truthfully, it wasn't about race: it was about being naive."
detroit_2786_2871,train,2.4,3.1,2.8,It was about driving down streets where we truly did not belong and were not welcome.
detroit_281_404,train,2.7,2.9,3.0,The longtime center of American automotive manufacturing was gutted when the Big Three car companies simultaneously failed.
detroit_2873_2989,dev,2.4,3.0,2.8,"Detroit is a ghost town, and it's inhabited by ghosts: the only people left here are those who can't or won't leave."
detroit_2990_3084,train,2.8,3.3,3.0,"They live in deserted neighborhoods, in houses with collapsed front steps and missing windows."
detroit_3085_3192,train,2.3,3.2,2.5,"They sit on the porch and watch the cars go by, watch the deals go down, watch their neighborhoods crumble."
detroit_3193_3307,train,2.6,3.2,2.7,"And we, driving through slowly and reading house numbers in a late-model Honda, stuck out like a couple of thumbs."
detroit_3308_3355,train,2.91,3.36,2.91,"So we sped up, and went straight to the houses."
detroit_3356_3415,train,2.9,2.9,3.0,"Sometimes we stopped to take a photo, but mostly we didn't."
detroit_3416_3554,train,2.4,3.5,2.9,"Earp and I have each lived happily in the wilds of West Oakland, but the danger I felt in Detroit was like nothing I'd experienced before."
detroit_3555_3589,train,1.7,3.9,2.2,I was actually afraid for my life.
detroit_3591_3725,train,2.8,2.9,2.9,"The New York Times correspondent wrote that his friend Mitch's $1,900 home ""had already been stripped of its appliances and wiring ..."
detroit_3726_3900,train,3.6,3.3,3.3,"But for Mitch that only added to its appeal, because he now had the opportunity to renovate it with solar heating, solar electricity and low-cost, high-efficiency appliances."
detroit_3902_3924,train,3.0,3.2,3.1,As for the $100 house?
detroit_3925_3986,train,2.7,3.1,3.1,"It ""needed some work, a hole patched, some windows replaced."""
detroit_3928_3986,train,3.0,3.09,3.18,"""needed some work, a hole patched, some windows replaced."""
detroit_3987_4096,train,2.9,3.2,3.0,"Well, I don't know what part of Detroit these folks live in, but the $100 houses I saw looked more like this:"
detroit_406_500,train,2.2,3.3,2.8,"Detroit, already plagued by corruption and crime, saw its unemployment rate skyrocket in 2009."
detroit_4098_4153,train,2.8,3.2,2.9,"You see, abandoned houses in this town get set on fire."
detroit_4154_4168,train,2.64,2.91,3.45,No exceptions.
detroit_4169_4246,train,2.4,3.1,3.0,"Wherever we went in those neighborhoods, one in four houses had been torched."
detroit_4247_4318,dev,2.8,3.2,3.0,"On one corner, we saw a giant banner hung across a charred front porch."
detroit_4319_4400,train,2.1,4.1,3.4,"We didn't slow down to take a photo, but I'll paraphrase: DON'T BURN HOUSES DOWN!"
detroit_4401_4433,train,2.5,4.4,3.5,DETROIT POLICE ARE WATCHING YOU!
detroit_4434_4468,train,2.7,3.0,3.4,Except that they obviously aren't.
detroit_4469_4523,train,2.27,3.18,2.91,People who live in this part of town are on their own.
detroit_4524_4660,train,2.7,3.1,2.8,"And although I and many others would love to own even a fire-scarred, condemned building, the fact is that we wouldn't last a week here."
detroit_4661_4862,test,2.7,2.9,3.0,"Buy a $100 house in Detroit, and you get a lifetime supply of sleepless nights: you'll spend the next several years waiting for burglars and arsonists, murderers and crackheads to break in the windows."
detroit_4863_4931,dev,2.7,3.2,2.9,"It's like the Wild West without the scenery, the gold, and the hope."
detroit_4932_4951,test,3.0,2.9,3.0,It's the Rust Belt.
detroit_4953_5011,test,3.1,3.0,3.1,"Ultimately, I do believe that change will come to Detroit."
detroit_4_73,train,2.9,2.9,3.0,"Detroit and the Myth of the $100 House | Uprooted, an eco/travel blog"
detroit_5012_5137,train,3.3,3.1,3.0,There will be a green movement here ; in fact it's already being cultivated by forward-thinking groups and intrepid locals .
detroit_502_547,train,2.6,3.3,2.5,What's left behind when an economy collapses?
detroit_5138_5173,train,3.3,3.5,3.2,"One day, this place will be reborn."
detroit_5174_5222,train,2.6,3.2,3.1,"But right now, the NYT's story reeks of Shinola."
detroit_5223_5338,dev,2.9,3.4,3.2,"Truth is, any artist-type who moves into this part of Detroit is probably pretty handy with a pistol or a shotgun ."
detroit_5339_5457,train,2.8,3.1,2.9,"Anyone who takes this plunge is risking their life every day, betting on a future that may take a long time to arrive."
detroit_5460_5523,train,3.3,3.0,3.1,"Long story short: Yes, you can buy a house in Detroit for $100."
detroit_548_579,train,2.8,2.9,3.2,"Cheap real estate, that's what."
detroit_5524_5558,train,2.9,3.2,3.6,And you will get what you pay for.
detroit_5560_5663,train,4.0,3.45,3.09,"Cheers to Toby Barlow , who inspired my trek to Detroit, and who believes in a happier, greener future."
detroit_5664_5731,train,3.9,3.4,2.9,"May your every dream come true, sir, and your book sell fabulously."
detroit_5741_5797,train,3.1,2.9,3.0,"16 Responses to ""Detroit and the Myth of the $100 House"""
detroit_5800_5831,train,3.0,2.6,3.0,"bisnis 16. Sep, 2009 at 9:46 pm"
detroit_581_698,train,3.0,3.0,3.0,"I'd read a New York Times article about some forward-thinking artist-types who bought a house in Detroit for $1,900 ."
detroit_5833_5844,train,3.7,3.0,3.1,Great post.
detroit_5845_5869,train,3.5,2.9,3.0,Thank you for this info.
detroit_5870_5881,train,3.1,3.3,3.5,I need that
detroit_5885_5917,train,3.0,2.5,3.0,"Myself 19. Sep, 2009 at 10:06 am"
detroit_5920_6014,train,3.1,3.0,3.4,"Please track down and watch a movie called ""Detroit: A City to Yourself"", by Nicole MacDonald."
detroit_5963_5992,train,2.9,3.1,3.0,"""Detroit: A City to Yourself"""
detroit_6015_6154,train,2.9,3.0,3.0,"It's full of this imagery, and talks about the 1805 fire and rebuilding, and the post-industrial devastation that's ravaged the city since."
detroit_6155_6401,train,2.6,3.0,2.8,"Most poignantly, it talks about Hurricane Katrina, which focused attention on rebuilding another city with this level of devastation, and how without a single catastrophic event to blame for it, Detroit's decay has gone unsympathetically ignored."
detroit_6402_6505,test,3.2,2.6,3.0,"The movie wraps up by observing this, how abandoned buildings and spaces are being reclaimed by nature."
detroit_6506_6608,train,3.1,3.1,3.1,"About the pop fiction which explores the concept of a post-human world, and how it already exists now."
detroit_6609_6674,train,3.1,2.9,3.0,"And about how, if you're a pheasant, that's not such a bad thing."
detroit_6675_6686,train,2.8,3.1,3.0,HOWEVER ...
detroit_6688_6728,train,3.0,3.2,3.3,There's a lot more to Detroit than that.
detroit_6729_6821,train,3.1,3.2,3.1,There are industrial spaces being turned into low-rent artist lofts and business incubators.
detroit_6822_6880,train,3.0,2.7,3.1,"(Look at the Russell Industrial Complex, for one example.)"
detroit_6881_6925,test,3.18,3.0,3.27,There are neighborhoods that refuse to cave.
detroit_6926_6963,dev,3.0,2.6,3.0,(west of Livernois around McNichols).
detroit_6964_7069,train,3.6,3.1,3.1,"There's a whole bunch of nice stuff happening along the riverfront, from downtown up towards Stroh Place."
detroit_699_706,test,3.3,4.2,3.3,"$1,900!"
detroit_7070_7100,train,3.2,3.0,3.1,And there's always Belle Isle.
detroit_707_778,train,2.7,3.7,3.2,Some of us (and lots of New Yorkers) pay that much in rent every month!
detroit_7101_7149,train,3.18,3.18,3.27,"When friends come to Detroit, I take them there."
detroit_7150_7305,train,3.3,2.9,3.0,"It's our in-the-river park, 982 acres of green space, with a zoo, a botanical garden and conservatory, rentable paddle boats, and tons of other neat stuff."
detroit_7306_7352,dev,3.4,2.8,3.2,"Next time you're in Detroit, please head over."
detroit_7353_7434,train,3.4,3.2,3.3,"Oh, and entry is free, so it's available to anyone regardless of economic status."
detroit_7435_7578,train,3.2,2.8,3.0,"You're liable to see families picnicking, bums gathering bottles and cans, geese foraging, and deer cautiously wandering the edge of the woods."
detroit_7579_7616,train,3.0,2.8,3.0,Within a hundred yards of each other.
detroit_7617_7675,train,3.2,3.4,3.1,"Some of that cheap real estate isn't too horrible, either."
detroit_7676_7767,train,3.2,3.1,3.2,"There's a whole street being taken over by artists, Farnsworth between Moran and McDougall."
detroit_7768_7899,train,3.8,3.6,3.2,"Some of the things they've done down there are amazing, and the community garden is a great bridge to the surrounding neighborhood."
detroit_779_857,dev,3.1,3.0,3.1,"In fact, the article went on, soon a nearby house went on the market for $100."
detroit_78_238,train,2.7,3.1,3.1,"America's Rust Belt is a swath of cities and towns that boomed during the Industrial Era and now lie -- well, rusting -- as empty remainders of glory days past."
detroit_7900_7975,train,2.0,3.2,2.5,"A few weeks ago, someone broke into their shed to steal their garden tools."
detroit_7976_8078,dev,2.9,3.2,3.0,"Think about that for a moment, hoes and shovels don't have enough pawn value to be worth carrying out."
detroit_8079_8144,train,2.9,3.0,3.0,Whoever took that stuff is probably using it in their own garden.
detroit_8145_8211,train,2.8,3.2,3.0,"Yes, Detroit's got more than its share of bad spots, you're right."
detroit_8212_8376,train,2.4,3.2,2.3,"I've lived in the metro area my whole life, and there are areas (I can't call them neighborhoods) down there where I don't feel safe in daytime, much less at night."
detroit_8377_8491,train,3.4,3.2,3.1,"But there are bright spots, and behind every one of them is a person, or a bunch of people, who refuse to give up."
detroit_8495_8528,train,3.0,2.7,3.0,"Jessica 19. Sep, 2009 at 10:30 am"
detroit_8530_8589,test,3.9,3.2,3.1,Myself -- Thanks for the comment and the great information.
detroit_858_923,dev,3.1,3.0,3.0,"The artist types notified their buddies, who moved in post haste."
detroit_8590_8679,train,3.8,3.5,3.0,You are exactly the kind of person who gives me back the hope I lost on my way into town.
detroit_8680_8811,train,3.5,3.0,3.0,"Seems there's a pretty solid group of Detroit residents who are truly committed to restoring the city, and that's beautiful to see."
detroit_8812_8911,test,3.0,3.4,2.9,Love the fact that people are stealing garden implements (though it's still sad that they need to).
detroit_8912_8989,train,3.7,3.4,3.3,"I will absolutely watch A City To Yourself, thank you for the recommendation."
detroit_8990_9141,test,3.0,3.3,3.0,"And when I'm in the area again, I'll go out to Belle Isle and think long&hard about the future of American cities--as I'm sure you do occasionally too."
detroit_9145_9188,train,3.0,2.8,3.0,"Reader Not Writer 20. Sep, 2009 at 10:17 pm"
detroit_9190_9267,train,3.0,3.0,3.55,"Well, growing up not far from Detroit myself, I would point out a few things:"
detroit_924_940,train,3.3,3.5,3.0,I was intrigued.
detroit_9268_9371,test,2.67,3.11,3.11,1. Driving a Honda in Detroit right now probably isn't really going to get you welcomed with open arms.
detroit_9372_9511,test,2.7,3.2,2.8,"See, there's a wee bit of loyalty to the Big 3 and driving a foreign car doesn't really scream ""solidarity"" to those struggling to survive."
detroit_941_948,train,2.9,3.3,3.1,Really?
detroit_9467_9479,train,3.2,3.4,3.5,"""solidarity"""
detroit_949_962,train,3.3,3.4,3.0,A $100 house?
detroit_9512_9592,train,3.09,2.82,3.0,Most of the funny looks you got were less about your color than about your ride.
detroit_9593_9753,train,2.3,3.8,3.1,"You think I'm kidding, but I couldn't be more serious -- that Honda is a visceral reminder for people of how the American consumer has left Detroit in the dust."
detroit_963_1101,train,3.4,3.4,3.1,"Even if it was a real fixer-upper, even if you really were better off tearing it down than living in it, that'd still be a hell of a deal."
detroit_9754_9836,train,2.6,3.0,3.1,"2. Detroit (proper) has been dying for a long time -- before the 1968 riots, even."
detroit_9837_9953,train,3.0,3.1,2.9,"Its going to take some pioneering individuals to start creating those pockets of innovation, creativity, and vision."
detroit_9954_10030,train,2.5,3.1,3.3,But its not going to happen with the investment of $100 into a single house.
easy_money_10023_10056,train,2.9,3.1,3.1,"The next moment, Acres was there."
easy_money_10057_10099,train,2.7,3.1,2.9,Hands up in the same way mine were frozen.
easy_money_10100_10129,train,3.0,2.8,2.8,We just looked at each other.
easy_money_10130_10260,train,2.6,3.2,3.0,"I guess, thinking back, I might have expected him to gloat, but the view was the kind of thing that humbles you, shuts your mouth."
easy_money_10261_10339,train,3.0,3.12,3.12,"We just stood looking at each other for a little while, I don't know how long."
easy_money_10350_10361,train,3.0,3.3,3.1,What is it?
easy_money_1035_1073,train,2.9,2.6,3.1,"he wasn't the sort you'd call ""Chuck."""
easy_money_10424_10432,dev,3.0,2.5,3.0,A place.
easy_money_10433_10446,train,2.89,3.0,2.56,I don't know.
easy_money_10447_10528,train,2.9,3.2,3.2,"I think this whole thing,"" he waved his hand at the horizon, ""is one big machine."
easy_money_10529_10588,train,3.0,3.0,3.1,"And the markers were carved later, not be whoever built it."
easy_money_10589_10651,train,3.29,3.14,3.0,The markers are places where it's safe to come here and leave.
easy_money_10663_10668,train,3.1,2.9,3.0,Safe?
easy_money_10670_10686,train,3.0,3.0,3.2,I looked around.
easy_money_10687_10729,train,2.2,3.0,2.9,One thing this place didn't seem was safe.
easy_money_10740_10765,test,3.0,2.78,3.22,Let me show you the rest.
easy_money_10767_10821,train,3.0,3.0,3.0,He started walking down the steps and around a corner.
easy_money_10822_10966,train,2.67,3.78,3.0,"It would have taken plenty to surprise me after what I had already seen, but My jaw was banging against my shoelaces when I rounded that corner."
easy_money_1085_1117,dev,3.0,2.67,3.0,"'m a linguistics researcher, Ed."
easy_money_10976_11123,train,3.0,2.67,2.83,"I'm not sure how something so big could have been hidden by that little turn in landscape, but maybe perspective doesn't work quite the same there."
easy_money_11124_11293,train,2.5,3.5,2.7,"Glaring down at me from no more than twenty feet away was a grimacing, thirty foot tall black face with staring, blue and white eyes and it wore a ridiculous little hat."
easy_money_1119_1211,train,3.3,3.1,3.0,He took a sip and closed his eyes like the cheap cup of coffee was really something special.
easy_money_11294_11394,train,2.1,3.7,2.4,"For some reason I thought of a giant clown face from a carnival ride, but it scared the hell out me."
easy_money_11395_11503,train,3.0,2.8,2.9,Acres stood beside it and somehow using him as a yardstick for the scale of the thing made it easier to see.
easy_money_11504_11518,train,3.0,2.8,3.0,It was a moai.
easy_money_11598_11632,train,3.2,3.4,3.4,This is what I wanted to show you.
easy_money_11643_11753,train,3.1,2.9,3.0,I looked down and saw he was pointing to another marker just slightly different from the one we had just left.
easy_money_11754_11881,train,2.75,3.25,2.5,"I was pretty rattled, but things fell together for me looking at the big statue, the Hawaiian shirt and the mark on the ground."
easy_money_11883_11897,test,3.1,2.7,3.0,Easter Island?
easy_money_11908_11921,train,3.2,2.9,3.2,Acres nodded.
easy_money_11931_11998,train,2.88,3.5,3.25,It was all too much for me so I focused on the part I could handle.
easy_money_12000_12039,train,2.9,2.9,3.1,So what does this have to do with gold?
easy_money_12051_12182,train,2.78,2.89,3.22,"You could step on that marker and make the gestures, the 'device,' and it would be like pushing a button in a very complex machine."
easy_money_12183_12228,train,3.0,2.8,2.8,You would end up on a small hill on Rapa Nui.
easy_money_12229_12347,train,2.7,3.2,3.1,"You could step three feet to the right and do the same thing, and you would end up buried alive in a nearby rock face."
easy_money_12348_12391,train,3.3,3.4,3.6,But I know how to make it take me anywhere.
easy_money_12393_12463,dev,3.1,3.1,3.1,He pulled a sheet of folded paper from his pocket and handed it to me.
easy_money_12464_12575,train,3.11,3.0,3.11,"It read, ""Department of the Treasury, Financial Management Service, Status Report of U.S. Treasury-Owned Gold."""
easy_money_12576_12637,test,2.9,2.6,2.8,"He pointed to a row that read, ""Deep Storage: Fort Knox, KY."""
easy_money_12647_12678,train,2.75,2.75,2.88,I sucked in a whole lot of air.
easy_money_12680_12689,train,3.17,3.0,2.83,Anywhere?
easy_money_12701_12792,train,3.2,3.5,3.0,"Anywhere,"" he walked around the moai and came back wrestling with a big, heavy bar of gold."
easy_money_12794_12835,train,3.0,2.5,3.1,They only check deep storage once a year.
easy_money_12836_12866,train,3.1,2.8,3.1,Otherwise the vault is sealed.
easy_money_1285_1350,train,3.1,3.7,2.9,He set the cup down and looked straight at me for the first time.
easy_money_12878_12911,train,3.1,3.3,3.1,Does anyone else know about this?
easy_money_12941_13009,train,2.91,3.0,3.09,"No, they would have been on Rapa Nui if they knew, ready to stop me."
easy_money_13010_13069,train,3.0,3.0,3.1,This is the 400 ounces which I mentioned at the restaurant.
easy_money_13070_13116,train,2.91,3.18,2.91,"About $150,000 dollars at this morning's rate."
easy_money_130_239,dev,3.0,3.0,3.14,"I hadn't seen him since high-school, maybe twenty years before, and we were never buddies in the first place."
easy_money_13127_13160,train,3.0,2.89,3.0,I looked at the sheet in my hand.
easy_money_13162_13190,test,2.89,2.67,3.22,"Deep Storage: Fort Knox, Ky."
easy_money_13267_13290,train,3.0,3.12,2.75,I had to read it twice.
easy_money_13291_13358,train,3.0,3.4,3.0,I had never seen a dollar sign in front of that many number before.
easy_money_13360_13422,dev,2.9,2.9,3.0,"I thought they didn't keep gold there anymore, just nerve gas."
easy_money_13434_13458,train,3.36,3.18,3.09,The gold is still there.
easy_money_13459_13514,train,2.71,3.0,3.14,How much can we sell before someone becomes suspicious?
easy_money_13516_13613,train,2.8,3.1,3.1,Charles put the bar down and slid a web pouch over it with shoulder straps like a small backpack.
easy_money_1352_1378,test,2.86,2.86,3.0,How's your um... business?
easy_money_13623_13705,dev,2.1,3.9,3.8,"""None,"" I said and slipped the knife into his neck right at the base of his skull."
easy_money_13624_13628,dev,2.78,2.89,2.78,None
easy_money_13706_13762,train,3.0,2.8,3.1,"Call me small minded, but you know ""a bird in the hand."""
easy_money_13763_13838,test,2.71,2.86,2.86,All that gold in Fort Knox was just too much for me to wrap my head around.
easy_money_13839_13920,train,3.1,3.1,3.3,"But I could handle a hundred and fifty-K easy, say seventy-five-K from the fence."
easy_money_1390_1395,train,2.8,2.9,2.8,Fine.
easy_money_13921_13995,dev,2.89,3.0,3.44,I slipped the little pouch over my back and wiped the knife on his jacket.
easy_money_1397_1468,train,3.0,2.57,3.57,I waived down a waitress and ordered a cup of decaf and a slice of pie.
easy_money_13996_14058,train,3.0,3.1,3.2,Then I made my way back to the little marker where we came in.
easy_money_14059_14141,train,2.89,3.0,3.0,His mistake had been in telling me the same gesture opened the door the other way.
easy_money_14142_14201,dev,2.5,3.2,2.8,I worried for just a moment when I started waving my hands.
easy_money_14203_14226,test,2.78,3.11,2.89,What if it didn't work?
easy_money_14228_14310,train,3.37,3.0,3.25,So the icy wind at the top of the mound and the bright moon came as a real relief.
easy_money_14320_14433,dev,2.57,2.86,2.86,"The gold was heavy on my back, and I was all the way to the car before I realized I had left the keys on Charles."
easy_money_14443_14493,train,3.1,3.1,3.0,The highway patrol was just bound to come by then.
easy_money_14494_14549,train,2.44,2.89,2.89,After that it was just connect the dots back to prison.
easy_money_14550_14673,train,2.8,3.0,3.2,"The rental car records pointed to Acres, and there was enough blood on the knife to match DNA from Acres comb in the motel."
easy_money_14674_14785,train,2.78,3.22,3.0,They never bothered trying to explain how Acres made it into the country without a ticket on a plane or a boat.
easy_money_1469_1497,train,2.2,2.7,3.2,I didn't like his tone much.
easy_money_14786_14877,train,3.1,3.1,3.2,"But they speculated all through the trial about where the gold came from, offered me deals."
easy_money_14878_14943,train,2.9,2.7,2.8,The prosecution liked the idea that Acres was my smuggler's mule.
easy_money_14944_14984,train,3.1,3.0,3.3,I was a one man gold cartel in the news.
easy_money_1498_1538,train,3.0,2.89,3.0,"""So you sure you're not a cop, Charles?"""
easy_money_14994_15070,train,3.1,3.2,2.8,I'm just wondering what they'll think when they open that vault in Kentucky.
easy_money_15071_15112,dev,2.8,2.9,3.0,And I still wonder why Charles picked me?
easy_money_15113_15166,test,2.87,2.75,3.13,"Maybe he didn't know anybody else with ""connections."""
easy_money_15167_15281,dev,2.8,2.9,2.8,"But mostly, I'm wondering what will happen when I try to make those gestures, that ""device"" right here in my cell?"
easy_money_15282_15381,train,2.8,3.3,3.1,"Acres said it was dangerous, but maybe I could find my way back to the mound or Easter Island even."
easy_money_15382_15465,train,2.0,3.3,2.0,I figure it can't be worse than the lethal injection that's waiting for me at dawn.
easy_money_1539_1575,train,2.7,3.2,3.8,I stared him down until he flinched.
easy_money_15466_15528,train,2.37,2.75,2.5,I don't really believe I'll make it or I wouldn't say a thing.
easy_money_15529_15630,dev,2.8,3.3,3.1,"But if I do make it, it won't matter what I tell you, because there won't be a jail that can hold me."
easy_money_15711_15724,train,3.25,3.5,2.87,Wish me luck.
easy_money_15725_15739,train,2.8,3.2,3.2,I out of here.
easy_money_1576_1637,train,2.78,2.78,3.11,"As I did, I noticed just how tired he looked around the eyes."
easy_money_1638_1690,dev,3.0,2.91,3.09,"Charlie Boy had been working hard lately, I figured."
easy_money_1691_1825,test,3.0,3.0,3.0,"I knew every cop in Fairport and quite a few of the state police in Iowa, and I couldn't see them bringing old Charles in as a ringer."
easy_money_1837_1849,train,2.9,3.0,3.0,'m not a cop
easy_money_1852_1925,dev,2.14,2.57,2.43,"He sighed and went on in softer, sadder voice, ""I guess I'm a thief now."""
easy_money_1936_1944,test,3.0,3.1,3.4,Hold it.
easy_money_1946_1962,dev,3.0,3.12,3.12,I looked around.
easy_money_1963_2039,train,2.57,2.72,2.71,"Charles might be for real, but he was still going to get me in deep trouble."
easy_money_2041_2101,train,2.7,3.3,3.5,"Let's make real clear right now that you were joking, buddy."
easy_money_2102_2138,train,2.2,3.4,3.0,Otherwise this conversation is over.
easy_money_2139_2224,train,2.6,3.3,2.9,"I've got a parole officer to explain things to, and he wouldn't like that kinda talk."
easy_money_2236_2242,dev,3.2,3.2,3.2,Right.
easy_money_2243_2249,train,3.1,3.1,3.3,Right.
easy_money_2250_2256,train,2.27,2.91,2.73,Sorry.
easy_money_2258_2347,train,2.7,2.8,2.8,Charles looked out the window at the passing traffic push through dirty slush for awhile.
easy_money_2349_2367,train,2.9,3.1,3.2,Like I was saying.
easy_money_2368_2516,train,2.88,3.25,3.62,"I'm a researcher, I've come into some valuable material that I would like to find a buyer for, and I don't want to have to explain myself to anyone."
easy_money_240_287,train,3.3,3.0,3.1,"He said he had a ""business proposition"" for me."
easy_money_2527_2608,train,2.45,3.18,2.73,"The pie came and I waited until the waitress was gone, before going on, ""Why me?"""
easy_money_2685_2728,train,3.1,3.1,3.1,You were the first person who came to mind.
easy_money_2739_2752,train,3.0,3.0,3.0,First person?
easy_money_2753_2785,train,2.9,3.0,3.2,Twenty years out of high school?
easy_money_2837_2895,train,3.0,3.0,3.12,How much of this 'valuable material' are we talking about?
easy_money_2907_2939,train,3.14,3.14,3.0,Four Hundred ounces for a start.
easy_money_2951_2964,train,3.0,2.9,3.0,Four Hundred.
easy_money_2966_3016,train,2.9,2.9,3.3,I pulled out my palm phone and looked up a number.
easy_money_3018_3030,dev,3.0,2.9,3.2,That's alot.
easy_money_3090_3156,test,3.0,2.89,3.11,He drained the last of his cup and tossed some bills on the table.
easy_money_3158_3178,train,3.1,2.8,3.0,I'm staying in town.
easy_money_3179_3205,train,3.0,3.3,3.3,Let me show you something.
easy_money_3216_3397,train,2.8,3.1,2.8,"I thought about it and made a quick call, just telling a buddy that I was ""postponing our meeting,"" for a couple of hours, meaning he should come looking for me if I didn't show up."
easy_money_328_425,train,3.25,3.63,3.37,"He sounded surprised and said no, he needed me to help him get rid of ""a large quantity of gold."""
easy_money_3398_3496,train,3.0,2.9,3.2,"Charles might not look like much, but I hadn't made it through my life taking that kind of chance."
easy_money_3497_3625,train,3.1,3.2,3.3,I put away the cell and used the motion to cover checking the knife in my sleeve and used one leg to check the other in my sock.
easy_money_3626_3667,train,3.2,3.2,3.2,I had been an amateur magician for years.
easy_money_3668_3726,train,3.4,3.4,3.3,One of my best tricks was pulling a knife out of thin air.
easy_money_3727_3752,train,4.0,3.25,3.38,It never failed to amaze.
easy_money_3754_3759,train,2.9,2.7,2.9,Sure.
easy_money_3760_3778,train,3.0,3.0,3.57,"Let's go,"" I said."
easy_money_3788_3850,test,3.0,2.75,3.0,We took his rental car back to the motel where he was staying.
easy_money_3851_4001,test,3.0,3.14,2.86,"The little desk was covered with large books filled with sticky notes, a pile of folders and papers and a laptop computer plugged into the phone line."
easy_money_4002_4130,train,2.9,2.3,2.8,"There was only one chair, so I sat on the edge of the bed as he handed me a book open to a picture of some sort of stone tablet."
easy_money_4141_4176,train,3.0,2.88,3.0,"Rapa Nui,"" he said, ""Easter Island."
easy_money_4177_4267,train,3.1,3.1,3.1,This codex is one of the few remaining examples of a form of writing known as 'rongorongo.
easy_money_4269_4401,train,3.11,2.78,3.11,"For a long time no one was able to decipher it, although by deduction, Steven Fischer deciphered some of it in nineteen ninety four."
easy_money_426_499,train,3.14,3.0,3.57,I told him I'd meet him for coffee at the diner down the street at seven.
easy_money_4402_4559,test,3.0,3.0,3.0,"He mostly read creation stories off objects like the 'Santiago Staff' which said things like, 'All the birds copulated with fish: There issued forth the sun."
easy_money_4560_4630,train,2.8,2.9,2.9,But he ignored the inscriptions on skulls and the 'Birdman' statuette.
easy_money_4631_4675,test,3.0,3.3,3.1,It was those clues that started all of this.
easy_money_4719_4764,dev,3.0,2.9,2.9,I didn't see much money in hieroglyphic porn.
easy_money_4765_5078,dev,2.8,3.2,2.9,"He talked on about people with long ears who built the big statues, the ""moai"" and people with short ears who conquered the people with long ears and ate them and how the short eared people didn't really know the secrets of the long ears and had pulled down all the moai statues and destroyed some of the tablets."
easy_money_500_518,test,3.2,2.8,3.1,I was there early.
easy_money_5079_5154,train,2.5,3.0,3.0,And how the missionaries came and the converted natives had destroyed more.
easy_money_5155_5248,train,3.1,2.8,3.2,"He flipped pages to another image, ""But notice something here in the arrangement of the moai."
easy_money_5249_5304,train,2.9,2.9,3.1,"See here how they form a pattern, very similar to this?"
easy_money_5306_5417,dev,3.0,3.0,2.86,He pulled out a small leather diary and opened it to a yellowed page marked with yet another small sticky note.
easy_money_5418_5513,train,2.9,2.8,2.8,There was an ink drawing and writing in a tiny neat hand that I couldn't read from where I sat.
easy_money_5514_5754,test,3.0,2.9,3.0,I didn't see much resemblance except maybe there were about the same number of points in the cat's cradle thing in the diary and the number of dots on the map showing places where statues stood in a thin line around the coast of the island.
easy_money_556_635,train,3.0,2.63,2.75,"he was already there, sitting in a booth, warming his hands on a cup of coffee."
easy_money_5756_5901,train,3.1,3.0,3.0,This is the diary of a mysterious explorer named Samuel Curlew who investigated a Mound Builder site in this area in the early eighteen hundreds.
easy_money_5903_5972,train,3.89,3.44,3.33,He closed the little book and just about hugged it with satisfaction.
easy_money_5974_6004,train,3.1,2.9,3.2,I want to show you that mound.
easy_money_6005_6119,train,3.33,3.22,3.11,"You know it was these very mounds that originally sparked my interest in history, archeology and then linguistics."
easy_money_6131_6170,train,3.1,3.2,3.1,And this mound is where you found gold?
easy_money_6172_6218,test,2.6,3.2,2.9,"I was confused enough I let the ""G word"" slip."
easy_money_6219_6253,train,2.5,3.1,2.9,Was this some crazy treasure hunt?
easy_money_6254_6342,train,2.0,3.7,2.6,Or maybe this guy was just a wacko who wanted to take me out on a dark road and kill me.
easy_money_6353_6445,train,2.63,3.12,3.25,"No, it's more complicated than that, but I need to show you the mound for you to understand."
easy_money_636_675,train,2.8,2.9,2.8,He looked like jerked meat on the bone.
easy_money_6447_6496,train,3.1,3.4,3.0,The drawings and the books seemed to wake him up.
easy_money_6497_6546,train,3.6,3.3,2.8,He was smiling now and his eyes weren't so tired.
easy_money_6556_6680,train,2.4,2.9,2.6,"I was having serious cash flow issues back then and had payments to make, so I said, ""yes,"" but my patience was running out."
easy_money_65_129,train,3.2,2.9,3.1,"Charles Acres called me on a Thursday afternoon, just like that."
